current_time,Temperature-outside,Humidity-outside,Pressure-outside,GasResistance-outside
2024-08-17 14:18:16,36.94406,55.44122,1000.317,17492
2024-08-17 14:19:18,36.96926,55.15072,1000.322,17395
2024-08-17 14:20:19,37.0757,54.82195,1000.299,17179
2024-08-17 14:21:20,37.19777,54.25563,1000.282,17166
2024-08-17 14:22:22,37.21594,54.37783,1000.255,17139
2024-08-17 14:23:23,37.19055,54.52824,1000.26,17113
2024-08-17 14:24:24,37.13879,54.293,1000.257,17327
2024-08-17 14:25:26,37.08313,54.43003,1000.241,17273
2024-08-17 14:26:27,37.11945,54.25205,1000.238,17300
2024-08-17 14:27:28,37.15734,54.41982,1000.252,17409
2024-08-17 14:28:29,37.11731,54.8263,1000.265,17519
2024-08-17 14:29:31,37.1007,54.57492,1000.288,17423
2024-08-17 14:30:32,37.12824,54.245,1000.269,17505
2024-08-17 14:31:33,37.18742,54.24936,1000.26,17341
2024-08-17 14:32:35,37.28625,54.03407,1000.236,17192
2024-08-17 14:33:36,37.38117,53.95521,1000.219,17166
2024-08-17 14:34:37,37.46789,53.51024,1000.201,17086
2024-08-17 14:35:39,37.60793,53.36297,1000.176,16839
2024-08-17 14:36:40,37.70734,53.01033,1000.149,16890
2024-08-17 14:37:41,37.75481,53.39364,1000.122,16775
2024-08-17 14:38:42,37.79562,52.71657,1000.124,16724
2024-08-17 14:39:44,37.81262,52.88047,1000.12,16788
2024-08-17 14:40:45,37.76105,52.52848,1000.117,16929
2024-08-17 14:41:46,37.64914,53.08655,1000.104,17047
2024-08-17 14:42:48,37.47609,53.34788,1000.103,17192
2024-08-17 14:43:49,37.39035,53.48301,1000.108,17139
2024-08-17 14:44:50,37.29016,53.72894,1000.108,17286
2024-08-17 14:45:52,37.14641,54.16928,1000.133,17423
2024-08-17 14:46:53,37.01828,54.46227,1000.146,17603
2024-08-17 14:47:54,36.96672,54.70223,1000.15,17575
2024-08-17 14:48:55,36.99426,54.67762,1000.139,17423
2024-08-17 14:49:57,37.09563,54.32777,1000.148,17354
2024-08-17 14:50:58,37.23156,53.33389,1000.145,17314
2024-08-17 14:51:59,37.35012,52.7424,1000.127,17300
2024-08-17 14:53:01,37.48449,52.69607,1000.105,17286
2024-08-17 14:54:02,37.6507,51.73558,1000.083,17273
2024-08-17 14:55:03,37.72551,52.03514,1000.073,17073
2024-08-17 14:56:05,37.74602,52.0453,1000.064,17166
2024-08-17 14:57:06,37.79602,52.05392,1000.057,17086
2024-08-17 14:58:07,37.86242,52.13908,1000.067,17020
2024-08-17 14:59:09,37.92512,52.38524,1000.057,16981
2024-08-17 15:00:10,38.08313,51.69664,1000.062,16839
2024-08-17 15:01:11,38.33801,50.9049,1000.043,16903
2024-08-17 15:02:13,38.59543,50.27122,1000.08,16724
2024-08-17 15:03:14,39.03703,49.79956,1000.105,16257
2024-08-17 15:04:15,39.6466,48.13493,1000.138,15815
2024-08-17 15:05:16,40.23957,47.06857,1000.167,15440
2024-08-17 15:06:18,40.77102,46.78907,1000.184,14979
2024-08-17 15:07:19,41.24836,45.60754,1000.166,14909
2024-08-17 15:08:20,41.39465,45.47128,1000.128,15092
2024-08-17 15:09:22,41.30012,44.8102,1000.101,15185
2024-08-17 15:10:23,41.31926,44.6102,1000.097,15154
2024-08-17 15:11:24,41.59602,44.00434,1000.054,15010
2024-08-17 15:12:26,41.78859,43.83805,1000.056,14989
2024-08-17 15:13:27,41.89465,43.25418,1000.009,15102
2024-08-17 15:14:28,42.34328,43.04982,999.99,14661
2024-08-17 15:15:30,42.98645,42.137,999.9835,14091
2024-08-17 15:16:31,43.79133,40.59904,999.9724,13572
2024-08-17 15:17:32,44.12981,39.48634,999.8892,13741
2024-08-17 15:18:33,43.46457,40.6392,999.853,14209
2024-08-17 15:19:35,42.77727,41.39357,999.8315,14691
2024-08-17 15:20:36,42.21535,41.64672,999.8233,15000
2024-08-17 15:21:37,41.9382,42.10607,999.7864,15290
2024-08-17 15:22:39,41.59192,43.28753,999.7653,15450
2024-08-17 15:23:40,41.19641,43.97302,999.755,15770
2024-08-17 15:24:41,40.96516,43.97053,999.7353,15998
2024-08-17 15:25:43,40.68547,44.62796,999.7174,16162
2024-08-17 15:26:44,40.65539,44.42362,999.7121,16233
2024-08-17 15:27:45,40.63879,44.62764,999.7047,16341
2024-08-17 15:28:46,40.59563,44.61765,999.7039,16365
2024-08-17 15:29:48,40.67824,44.45975,999.6978,16257
2024-08-17 15:30:49,40.99133,43.65392,999.6989,16033
2024-08-17 15:31:50,41.24133,44.01357,999.6891,16010
2024-08-17 15:32:52,41.18957,44.35943,999.6959,16056
2024-08-17 15:33:53,41.01926,44.922,999.6986,16150
2024-08-17 15:34:54,40.87648,44.95269,999.6899,16209
2024-08-17 15:35:56,40.87688,45.05027,999.6797,16365
2024-08-17 15:36:57,40.68547,45.51825,999.6646,16512
2024-08-17 15:37:58,40.37551,45.71728,999.6289,16775
2024-08-17 15:38:59,40.01984,46.50908,999.6367,16981
2024-08-17 15:40:01,39.73586,47.01677,999.6522,17206
2024-08-17 15:41:02,39.76594,46.6647,999.653,17113
2024-08-17 15:42:03,39.99797,46.59278,999.6535,16903
2024-08-17 15:43:05,40.22277,45.89891,999.6312,16890
2024-08-17 15:44:06,40.30539,45.98566,999.6269,16994
2024-08-17 15:45:07,40.42023,45.51821,999.6487,16916
2024-08-17 15:46:09,40.5425,45.77379,999.6541,17047
2024-08-17 15:47:10,40.47102,45.27352,999.6384,16968
2024-08-17 15:48:11,40.57024,45.11671,999.6205,17086
2024-08-17 15:49:12,40.45422,45.8376,999.6228,17192
2024-08-17 15:50:14,40.38644,46.03895,999.6005,17192
2024-08-17 15:51:15,40.55656,45.79107,999.593,17047
2024-08-17 15:52:16,40.82141,44.77768,999.6049,16865
2024-08-17 15:53:18,41.05246,44.75029,999.6014,16826
2024-08-17 15:54:19,41.00012,45.20341,999.6154,16775
2024-08-17 15:55:20,40.85461,45.4929,999.6144,16942
2024-08-17 15:56:22,40.63137,45.98544,999.6158,17047
2024-08-17 15:57:23,40.4384,46.28608,999.6514,17179
2024-08-17 15:58:24,40.36711,45.85889,999.6758,17192
2024-08-17 15:59:25,40.54367,45.58936,999.6716,17152
2024-08-17 16:00:27,40.65637,45.28692,999.6855,17192
2024-08-17 16:01:28,40.66516,45.44904,999.6783,17259
2024-08-17 16:02:29,40.47199,46.17925,999.662,17519
2024-08-17 16:03:31,40.0968,46.64531,999.6605,17931
2024-08-17 16:04:32,39.82199,46.85126,999.6531,17990
2024-08-17 16:05:33,39.73019,46.86433,999.6865,18137
2024-08-17 16:06:35,39.97316,45.96427,999.7126,17787
2024-08-17 16:07:36,40.51613,45.31154,999.7277,17575
2024-08-17 16:08:37,40.8718,44.30094,999.7435,17368
2024-08-17 16:09:38,40.94973,45.06136,999.7585,17492
2024-08-17 16:10:40,40.6718,45.94873,999.7481,17730
2024-08-17 16:11:41,40.52082,45.45626,999.7571,17688
2024-08-17 16:12:42,40.61105,45.47725,999.7763,17673
2024-08-17 16:13:44,40.48801,48.84478,999.8228,17327
2024-08-17 16:14:45,40.05402,47.31126,999.8256,17830
2024-08-17 16:15:46,39.62727,47.65388,999.8342,18063
2024-08-17 16:16:48,39.34758,47.75423,999.8278,18257
2024-08-17 16:17:49,39.07082,48.39562,999.8447,18486
2024-08-17 16:18:50,38.80578,48.9574,999.8416,18673
2024-08-17 16:19:51,38.61594,49.35381,999.8646,18769
2024-08-17 16:20:53,38.49445,49.39659,999.8681,18865
2024-08-17 16:21:54,38.43293,49.60281,999.8494,18865
2024-08-17 16:22:55,38.41945,49.54736,999.8406,18881
2024-08-17 16:23:57,38.45852,49.49603,999.8326,18881
2024-08-17 16:24:58,38.49328,49.36292,999.8267,18721
2024-08-17 16:25:59,38.51144,49.18093,999.8243,18816
2024-08-17 16:27:00,38.50207,49.23762,999.8166,18881
2024-08-17 16:28:02,38.52961,49.02944,999.8159,18816
2024-08-17 16:29:03,38.56223,48.9819,999.8167,18816
2024-08-17 16:30:04,38.56067,49.08157,999.815,18833
2024-08-17 16:31:06,38.54621,49.16048,999.8149,18849
2024-08-17 16:32:07,38.50324,49.16562,999.808,18978
2024-08-17 16:33:08,38.42278,49.33522,999.8083,19027
2024-08-17 16:34:10,38.31145,49.7403,999.7787,19226
2024-08-17 16:35:11,38.1632,49.77956,999.7754,19343
2024-08-17 16:36:12,38.01398,49.57481,999.7781,19618
2024-08-17 16:37:14,37.94758,49.47846,999.7515,19776
2024-08-17 16:38:15,37.90402,49.46722,999.7501,19829
2024-08-17 16:39:16,37.86769,49.57433,999.7328,19776
2024-08-17 16:40:17,37.83332,49.67786,999.7144,19990
2024-08-17 16:41:19,37.84933,49.77057,999.698,19883
2024-08-17 16:42:20,37.86867,49.9521,999.6689,19918
2024-08-17 16:43:21,37.83352,50.10507,999.6615,19847
2024-08-17 16:44:23,37.82336,50.32592,999.6588,19847
2024-08-17 16:45:24,37.87238,50.33598,999.6516,19566
2024-08-17 16:46:25,37.96164,50.39803,999.6555,19514
2024-08-17 16:47:26,38.00832,50.42726,999.6467,19462
2024-08-17 16:48:28,38.01613,50.46654,999.6445,19445
2024-08-17 16:49:29,37.9677,50.75006,999.6699,19670
2024-08-17 16:50:30,37.77668,51.31428,999.6483,19847
2024-08-17 16:51:32,37.5923,51.54893,999.6586,19829
2024-08-17 16:52:33,37.57473,51.40616,999.6576,19865
2024-08-17 16:53:34,37.6386,51.5222,999.6596,19741
2024-08-17 16:54:36,37.67648,51.43734,999.6687,19688
2024-08-17 16:55:37,37.65207,51.64545,999.6252,19794
2024-08-17 16:56:38,37.51418,51.98308,999.6131,19936
2024-08-17 16:57:40,37.33078,52.10607,999.6174,20008
2024-08-17 16:58:41,37.24465,52.02866,999.6231,20045
2024-08-17 16:59:42,37.23977,52.00967,999.5969,20154
2024-08-17 17:00:43,37.28606,51.98185,999.5711,20027
2024-08-17 17:01:45,37.32453,52.05634,999.572,20154
2024-08-17 17:02:46,37.25813,51.99094,999.5699,20118
2024-08-17 17:03:47,37.22902,51.77869,999.5421,20340
2024-08-17 17:04:49,37.2216,51.07362,999.5293,20472
2024-08-17 17:05:50,37.15539,51.43928,999.5338,20510
2024-08-17 17:06:51,37.0591,51.36771,999.5577,20682
2024-08-17 17:07:53,37.05871,51.45037,999.5538,20682
2024-08-17 17:08:54,37.07531,51.28912,999.5366,20567
2024-08-17 17:09:55,37.10812,51.16699,999.5518,20472
2024-08-17 17:10:57,37.15227,51.13044,999.5426,20548
2024-08-17 17:11:58,37.2091,50.99142,999.5497,20529
2024-08-17 17:12:59,37.21906,50.94005,999.5497,20510
2024-08-17 17:14:01,37.18898,51.12519,999.553,20605
2024-08-17 17:15:02,37.18938,50.9331,999.5656,20472
2024-08-17 17:16:03,37.2507,50.44234,999.5707,20624
2024-08-17 17:17:05,37.23195,50.40717,999.5662,20644
2024-08-17 17:18:06,37.15149,50.47195,999.5471,20644
2024-08-17 17:19:07,37.16183,50.11181,999.5385,20741
2024-08-17 17:20:08,37.13449,50.25344,999.5539,20819
2024-08-17 17:21:10,37.14543,49.98059,999.5469,20799
2024-08-17 17:22:11,37.12766,50.38662,999.5308,20937
2024-08-17 17:23:12,37.03645,50.60555,999.5327,20917
2024-08-17 17:24:14,36.98391,50.98528,999.5352,20957
2024-08-17 17:25:15,36.86242,51.28452,999.5737,21057
2024-08-17 17:26:16,36.75598,51.47979,999.5778,21037
2024-08-17 17:27:17,36.68547,51.62315,999.5729,21017
2024-08-17 17:28:19,36.61066,51.73695,999.5781,21218
2024-08-17 17:29:20,36.5009,52.02653,999.5789,21445
2024-08-17 17:30:21,36.41692,52.1305,999.558,21424
2024-08-17 17:31:23,36.33937,52.37818,999.5748,21570
2024-08-17 17:32:24,36.27316,52.31561,999.5773,21528
2024-08-17 17:33:25,36.27004,52.23838,999.5904,21612
2024-08-17 17:34:27,36.27512,52.40645,999.5999,21570
2024-08-17 17:35:28,36.32394,52.17278,999.6044,21465
2024-08-17 17:36:29,36.36613,52.27831,999.5795,21465
2024-08-17 17:37:31,36.39211,52.25206,999.573,21382
2024-08-17 17:38:32,36.42414,52.1461,999.5748,21300
2024-08-17 17:39:33,36.41809,52.21557,999.5641,21445
2024-08-17 17:40:34,36.39914,52.19803,999.5616,21403
2024-08-17 17:41:36,36.34933,52.31876,999.5461,21549
2024-08-17 17:42:37,36.29855,52.16377,999.5305,21445
2024-08-17 17:43:38,36.27551,51.85443,999.4986,21718
2024-08-17 17:44:40,36.37746,51.51886,999.4972,21507
2024-08-17 17:45:41,36.61262,51.121,999.5011,21300
2024-08-17 17:46:42,36.89153,50.38508,999.5117,20997
2024-08-17 17:47:44,37.0841,50.33595,999.5207,20858
2024-08-17 17:48:45,37.2634,49.97622,999.5137,20624
2024-08-17 17:49:46,37.37961,50.10071,999.5017,20434
2024-08-17 17:50:51,37.42902,50.19097,999.5212,20063
2024-08-17 17:51:52,37.50109,49.98679,999.527,20173
2024-08-17 17:52:53,37.47512,50.39566,999.553,20302
2024-08-17 17:53:55,37.34856,50.46526,999.5706,20377
2024-08-17 17:55:06,37.32883,50.50842,999.5898,20027
2024-08-17 17:56:08,37.38313,50.33781,999.6163,19497
2024-08-17 17:57:09,37.51653,49.96635,999.6321,19829
2024-08-17 17:58:17,37.60324,50.03596,999.6113,19900
2024-08-17 17:59:21,37.56477,50.50006,999.594,19531
2024-08-17 18:00:26,37.52082,50.59341,999.5862,19601
2024-08-17 18:01:27,37.54621,50.73514,999.5682,19514
2024-08-17 18:02:28,37.51418,51.2824,999.5639,19776
2024-08-17 18:03:36,37.38176,51.92137,999.5815,19847
2024-08-17 18:04:45,37.25949,52.41133,999.5801,19060
2024-08-17 18:05:47,37.21437,52.67232,999.5872,19309
2024-08-17 18:06:48,37.1552,53.08411,999.5961,19601
2024-08-17 18:07:49,37.10109,53.23212,999.6164,19776
2024-08-17 18:08:56,37.10324,53.25356,999.6295,19428
2024-08-17 18:09:57,37.09445,53.47175,999.6501,19741
2024-08-17 18:11:07,36.99484,53.85883,999.6556,19918
2024-08-17 18:12:08,36.86691,54.27705,999.652,19259
2024-08-17 18:13:16,36.79758,54.1312,999.6375,19531
2024-08-17 18:14:20,36.81574,53.93449,999.6484,19688
2024-08-17 18:15:24,36.71399,54.62032,999.6283,19688
2024-08-17 18:16:25,36.43098,55.14045,999.6497,20154
2024-08-17 18:17:26,36.21125,55.40219,999.6942,20510
2024-08-17 18:18:28,36.11418,55.52951,999.7071,20491
2024-08-17 18:19:29,36.13234,55.54757,999.72,20434
2024-08-17 18:20:30,36.19035,55.39506,999.725,20567
2024-08-17 18:21:31,36.19992,55.39711,999.7135,20858
2024-08-17 18:22:33,36.07629,56.30561,999.7065,20663
2024-08-17 18:23:34,35.86184,56.73242,999.6667,20838
2024-08-17 18:24:35,35.61711,57.38425,999.6606,20997
2024-08-17 18:25:37,35.39465,57.77779,999.6868,21178
2024-08-17 18:26:38,35.2507,58.16278,999.699,21239
2024-08-17 18:27:46,35.12043,58.78866,999.6989,20741
2024-08-17 18:28:47,34.98019,58.98628,999.7001,21117
2024-08-17 18:29:48,34.84621,60.02638,999.7048,21218
2024-08-17 18:30:52,34.61028,60.60619,999.7115,21279
2024-08-17 18:31:53,34.39191,60.69203,999.7285,21591
2024-08-17 18:32:55,34.25051,61.63222,999.73,21676
2024-08-17 18:34:05,34.04641,62.15179,999.7662,21424
2024-08-17 18:35:17,33.89172,62.51775,999.7894,20819
2024-08-17 18:36:19,33.79992,62.91002,999.8195,21300
2024-08-17 18:37:23,33.72805,62.54076,999.8362,21633
2024-08-17 18:38:24,33.7173,62.48845,999.8688,21655
2024-08-17 18:39:29,33.73117,63.1162,999.8994,21826
2024-08-17 18:40:38,33.80207,62.73674,999.9402,21137
2024-08-17 18:41:48,34.01379,62.35777,999.9601,20415
2024-08-17 18:42:53,34.1632,62.60747,999.9597,20702
2024-08-17 18:43:54,34.18879,62.76367,999.9648,20799
2024-08-17 18:44:55,34.2177,62.63766,999.9717,21057
2024-08-17 18:45:57,34.29485,62.46449,1000.002,21117
2024-08-17 18:46:58,34.38723,62.25958,1000.005,21077
2024-08-17 18:47:59,34.47707,62.09379,1000.006,21017
2024-08-17 18:49:01,34.53723,61.98127,1000.02,21057
2024-08-17 18:50:14,34.58547,61.93213,1000.028,20721
2024-08-17 18:51:15,34.7009,61.55467,1000.033,19990
2024-08-17 18:52:16,34.80344,61.56502,1000.045,20510
2024-08-17 18:53:21,34.73098,62.28151,1000.047,20741
2024-08-17 18:54:22,34.53137,62.65863,1000.047,20682
2024-08-17 18:55:23,34.38391,62.86316,1000.057,20937
2024-08-17 18:56:30,34.25383,63.27591,1000.083,20897
2024-08-17 18:57:32,34.11652,63.52208,1000.112,20838
2024-08-17 18:58:36,33.97238,64.15383,1000.12,21198
2024-08-17 18:59:38,33.85812,63.96706,1000.149,21117
2024-08-17 19:00:39,33.85226,64.01447,1000.176,21259
2024-08-17 19:01:43,33.86535,63.82886,1000.218,21403
2024-08-17 19:02:45,33.86008,63.93977,1000.236,21157
2024-08-17 19:03:46,33.81164,64.07127,1000.228,21424
2024-08-17 19:04:47,33.69817,64.64548,1000.224,21591
2024-08-17 19:05:57,33.53352,64.88338,1000.194,21591
2024-08-17 19:06:58,33.38274,65.33485,1000.181,21445
2024-08-17 19:08:10,33.19543,66.35124,1000.198,21486
2024-08-17 19:09:14,33.04387,66.65752,1000.216,21157
2024-08-17 19:10:18,32.96125,66.94682,1000.229,21633
2024-08-17 19:11:30,32.88703,66.97983,1000.214,21783
2024-08-17 19:12:31,32.90676,66.51875,1000.234,21403
2024-08-17 19:13:32,33.00012,66.1504,1000.26,21718
2024-08-17 19:14:34,33.12785,65.69831,1000.288,21934
2024-08-17 19:15:36,33.26535,65.40462,1000.322,21869
2024-08-17 19:16:38,33.41106,65.07063,1000.347,21612
2024-08-17 19:17:39,33.55051,64.6968,1000.361,21570
2024-08-17 19:18:50,33.64289,64.70552,1000.388,21570
2024-08-17 19:19:51,33.67004,64.48447,1000.377,20799
2024-08-17 19:20:52,33.73488,64.29911,1000.398,21137
2024-08-17 19:21:57,33.78059,64.33291,1000.413,21137
2024-08-17 19:22:58,33.79406,64.32525,1000.445,21198
2024-08-17 19:24:00,33.73488,64.55447,1000.47,21341
2024-08-17 19:25:01,33.61438,65.01001,1000.499,21591
2024-08-17 19:26:02,33.49074,65.24344,1000.499,21655
2024-08-17 19:27:04,33.45403,65.2542,1000.529,21740
2024-08-17 19:28:05,33.48781,64.9057,1000.553,21676
2024-08-17 19:29:07,33.54758,64.82558,1000.56,21655
2024-08-17 19:30:08,33.57492,64.95115,1000.528,21633
2024-08-17 19:31:09,33.54504,65.41907,1000.564,21697
2024-08-17 19:32:11,33.44777,65.44472,1000.584,21826
2024-08-17 19:33:12,33.36887,65.85126,1000.62,21847
2024-08-17 19:34:14,33.31105,65.97175,1000.647,21847
2024-08-17 19:35:15,33.29094,65.98355,1000.69,21934
2024-08-17 19:36:17,33.30227,66.04076,1000.64,21804
2024-08-17 19:37:18,33.30656,66.09279,1000.692,21978
2024-08-17 19:38:20,33.29406,66.06654,1000.739,21869
2024-08-17 19:39:22,33.33391,65.85812,1000.755,21655
2024-08-17 19:40:23,33.39582,65.56341,1000.759,21804
2024-08-17 19:41:25,33.43312,65.67657,1000.778,21718
2024-08-17 19:42:27,33.46965,65.30721,1000.83,21612
2024-08-17 19:43:28,33.52414,65.29977,1000.828,21655
2024-08-17 19:44:29,33.5009,65.82533,1000.874,21612
2024-08-17 19:45:31,33.46399,65.56792,1000.865,21740
2024-08-17 19:46:32,33.5257,65.32372,1000.861,21633
2024-08-17 19:47:33,33.62551,64.96401,1000.859,21528
2024-08-17 19:48:35,33.70852,65.24294,1000.837,21465
2024-08-17 19:49:36,33.67609,65.91452,1000.839,21403
2024-08-17 19:50:39,33.59875,66.28503,1000.868,21382
2024-08-17 19:51:40,33.5927,65.89366,1000.857,21300
2024-08-17 19:52:44,33.6093,66.02265,1000.838,21403
2024-08-17 19:53:46,33.63058,66.14656,1000.863,20897
2024-08-17 19:54:51,33.76653,65.82913,1000.878,20760
2024-08-17 19:55:56,33.95715,65.23019,1000.892,20529
2024-08-17 19:57:01,34.11828,65.03403,1000.898,20302
2024-08-17 19:58:03,34.25617,64.60385,1000.937,20359
2024-08-17 19:59:07,34.35383,64.84689,1000.956,20321
2024-08-17 20:00:09,34.42922,64.26742,1000.975,20063
2024-08-17 20:01:11,34.50558,64.34074,1000.978,20340
2024-08-17 20:02:12,34.60109,63.70029,1000.991,20340
2024-08-17 20:03:14,34.6718,63.34961,1001.004,20284
2024-08-17 20:04:15,34.62746,63.65528,1001.034,20359
2024-08-17 20:05:19,34.53313,63.91839,1001.05,20359
2024-08-17 20:06:21,34.41574,64.19136,1001.077,20210
2024-08-17 20:07:24,34.35285,64.31562,1001.075,20302
2024-08-17 20:08:26,34.27649,64.61729,1001.074,20359
2024-08-17 20:09:27,34.1675,64.97578,1001.11,20453
2024-08-17 20:10:29,34.00558,65.75481,1001.11,20644
2024-08-17 20:11:33,33.83977,65.80883,1001.121,20491
2024-08-17 20:12:37,33.78488,65.88186,1001.133,20529
2024-08-17 20:13:41,33.68723,66.48882,1001.162,20567
2024-08-17 20:14:51,33.48977,67.08642,1001.173,20702
2024-08-17 20:15:52,33.31496,67.26571,1001.191,20605
2024-08-17 20:16:54,33.24895,67.34191,1001.205,21017
2024-08-17 20:17:55,33.3134,66.93063,1001.24,20937
2024-08-17 20:18:56,33.45207,66.64629,1001.283,20937
2024-08-17 20:19:58,33.51887,66.70679,1001.311,21057
2024-08-17 20:21:02,33.54699,66.51839,1001.317,20997
2024-08-17 20:22:06,33.62844,66.30183,1001.307,20529
2024-08-17 20:23:08,33.63879,66.5323,1001.325,20741
2024-08-17 20:24:09,33.5798,66.34435,1001.357,20897
2024-08-17 20:25:13,33.5468,66.77408,1001.351,20702
2024-08-17 20:26:15,33.43371,66.83728,1001.332,21057
2024-08-17 20:27:16,33.30461,67.41074,1001.353,21157
2024-08-17 20:28:17,33.13039,67.845,1001.354,21465
2024-08-17 20:29:19,32.98703,68.10381,1001.358,21507
2024-08-17 20:30:23,32.91926,68.1779,1001.358,21612
2024-08-17 20:31:24,32.88703,68.25931,1001.369,21341
2024-08-17 20:32:25,32.8341,68.43552,1001.394,21633
2024-08-17 20:33:27,32.78996,68.55121,1001.369,21570
2024-08-17 20:34:28,32.74562,68.70074,1001.365,21655
2024-08-17 20:35:29,32.72492,68.64577,1001.343,21633
2024-08-17 20:36:31,32.76906,68.30681,1001.409,21740
2024-08-17 20:37:42,32.89484,67.63833,1001.434,20957
2024-08-17 20:38:43,33.08273,67.20405,1001.44,20937
