current_time,CO2,AnalogValue,Voltage,Temperature_DS18B20,Temperature_DHT11,Humidity_DHT11
2024-08-26 00:27:53,955,24774,1.247489,28.75,30,58
2024-08-26 00:28:14,969,24726,1.245072,28.75,30,58
2024-08-26 00:28:35,969,24758,1.246683,28.75,30,58
2024-08-26 00:28:56,973,24678,1.242655,28.8125,30,58
2024-08-26 00:29:17,982,24726,1.245072,28.8125,30,58
2024-08-26 00:29:39,985,24678,1.242655,28.75,30,57
2024-08-26 00:30:00,981,24662,1.241849,28.75,30,57
2024-08-26 00:30:21,953,24630,1.240238,28.75,30,57
2024-08-26 00:30:42,948,24582,1.237821,28.75,30,57
2024-08-26 00:31:03,942,24565,1.236965,28.75,30,57
2024-08-26 00:31:24,940,24646,1.241044,28.75,30,57
2024-08-26 00:31:46,938,24646,1.241044,28.75,30,57
2024-08-26 00:32:07,951,24565,1.236965,28.75,30,57
2024-08-26 00:32:28,949,24565,1.236965,28.8125,30,57
2024-08-26 00:32:49,948,24565,1.236965,28.75,30,57
2024-08-26 00:33:10,950,24565,1.236965,28.75,30,57
2024-08-26 00:33:31,942,24565,1.236965,28.75,30,57
2024-08-26 00:33:53,932,24565,1.236965,28.6875,30,57
2024-08-26 00:34:14,932,24565,1.236965,28.6875,30,57
2024-08-26 00:34:35,952,24565,1.236965,28.75,30,57
2024-08-26 00:34:56,954,24565,1.236965,28.75,30,57
2024-08-26 00:35:17,958,24533,1.235354,28.75,30,57
2024-08-26 00:35:38,956,24565,1.236965,28.75,30,57
2024-08-26 00:36:00,930,24549,1.236159,28.6875,30,57
2024-08-26 00:36:21,904,24517,1.234548,28.6875,30,57
2024-08-26 00:36:42,899,24549,1.236159,28.6875,30,57
2024-08-26 00:37:03,874,24485,1.232937,28.625,30,57
2024-08-26 00:37:24,901,24485,1.232937,28.625,30,57
2024-08-26 00:37:45,898,24437,1.23052,28.625,30,57
2024-08-26 00:38:07,900,24373,1.227297,28.5625,30,57
2024-08-26 00:38:28,904,24421,1.229714,28.5625,30,57
2024-08-26 00:38:49,918,24453,1.231325,28.5625,30,57
2024-08-26 00:39:10,920,24453,1.231325,28.625,30,58
2024-08-26 00:39:31,930,24437,1.23052,28.625,30,58
2024-08-26 00:39:53,938,24469,1.232131,28.6875,30,58
2024-08-26 00:40:14,925,24469,1.232131,28.625,30,59
2024-08-26 00:40:35,912,24421,1.229714,28.6875,30,59
2024-08-26 00:40:56,910,24501,1.233742,28.6875,30,59
2024-08-26 00:41:17,904,24421,1.229714,28.6875,30,59
2024-08-26 00:41:38,910,24485,1.232937,28.75,30,60
2024-08-26 00:42:00,916,24405,1.228908,28.6875,30,60
2024-08-26 00:42:21,908,24485,1.232937,28.75,30,60
2024-08-26 00:42:42,915,24453,1.231325,28.75,30,60
2024-08-26 00:43:03,915,24437,1.23052,28.75,30,61
2024-08-26 00:43:24,910,24405,1.228908,28.75,30,61
2024-08-26 00:43:46,904,24373,1.227297,28.8125,31,61
2024-08-26 00:44:07,916,24453,1.231325,28.8125,31,61
2024-08-26 00:44:28,907,24405,1.228908,28.875,31,61
2024-08-26 00:44:49,905,24405,1.228908,28.8125,31,61
2024-08-26 00:45:10,907,24373,1.227297,28.875,31,62
2024-08-26 00:45:32,911,24421,1.229714,28.875,31,62
2024-08-26 00:45:53,901,24373,1.227297,28.875,31,62
2024-08-26 00:46:14,908,24373,1.227297,28.875,31,62
2024-08-26 00:46:35,907,24389,1.228102,28.9375,31,62
2024-08-26 00:46:56,906,24341,1.225685,28.9375,31,62
2024-08-26 00:47:18,914,24373,1.227297,28.9375,31,62
2024-08-26 00:47:39,913,24341,1.225685,28.9375,31,62
2024-08-26 00:48:00,904,24357,1.226491,28.9375,31,62
2024-08-26 00:48:21,910,24357,1.226491,28.9375,31,62
2024-08-26 00:48:42,897,24293,1.223268,29.0,31,62
2024-08-26 00:49:04,886,24373,1.227297,29.0,31,63
2024-08-26 00:49:25,885,24293,1.223268,29.0,31,63
2024-08-26 00:49:46,888,24357,1.226491,29.0625,31,63
2024-08-26 00:50:07,883,24309,1.224074,29.0625,31,62
2024-08-26 00:50:28,885,24293,1.223268,29.0625,31,62
2024-08-26 00:50:49,889,24261,1.221657,29.0625,31,62
2024-08-26 00:51:11,906,24293,1.223268,29.125,31,62
2024-08-26 00:51:32,907,24261,1.221657,29.1875,31,62
2024-08-26 00:51:53,905,24245,1.220851,29.1875,31,62
2024-08-26 00:52:14,900,24213,1.21924,29.25,31,62
2024-08-26 00:52:35,895,24261,1.221657,29.3125,31,62
2024-08-26 00:52:57,892,24229,1.220046,29.3125,31,62
2024-08-26 00:53:18,892,24149,1.216017,29.3125,31,62
2024-08-26 00:53:39,890,24149,1.216017,29.25,31,62
2024-08-26 00:54:00,900,24085,1.212795,29.25,31,61
2024-08-26 00:54:21,913,24101,1.2136,29.1875,31,61
2024-08-26 00:54:42,909,24037,1.210378,29.25,31,61
2024-08-26 00:55:04,908,24069,1.211989,29.25,31,61
2024-08-26 00:55:25,912,24005,1.208766,29.1875,31,61
2024-08-26 00:55:46,919,23989,1.207961,29.25,31,60
2024-08-26 00:56:07,907,24037,1.210378,29.1875,31,60
2024-08-26 00:56:28,907,23989,1.207961,29.1875,31,60
2024-08-26 00:56:49,895,24021,1.209572,29.125,31,60
2024-08-26 00:57:11,875,23989,1.207961,29.125,31,60
2024-08-26 00:57:32,901,23973,1.207155,29.125,31,60
2024-08-26 00:57:53,890,23941,1.205544,29.125,31,60
2024-08-26 00:58:14,913,23957,1.206349,29.125,30,60
2024-08-26 00:58:35,895,23861,1.201515,29.125,30,60
2024-08-26 00:58:57,900,23893,1.203127,29.125,30,60
2024-08-26 00:59:18,892,23909,1.203932,29.125,30,59
2024-08-26 00:59:39,912,23877,1.202321,29.1875,30,59
2024-08-26 01:00:00,901,23861,1.201515,29.125,30,59
2024-08-26 01:00:21,916,23845,1.200709,29.125,30,59
2024-08-26 01:00:43,915,23797,1.198292,29.125,30,59
2024-08-26 01:01:04,918,23749,1.195875,29.0625,30,59
2024-08-26 01:01:25,903,23813,1.199098,29.0,30,59
2024-08-26 01:01:46,902,23765,1.196681,29.0,30,59
2024-08-26 01:02:07,894,23813,1.199098,29.0625,30,59
2024-08-26 01:02:28,908,23765,1.196681,29.0,30,59
2024-08-26 01:02:50,899,23765,1.196681,29.0,30,59
2024-08-26 01:03:11,915,23765,1.196681,29.0,30,59
2024-08-26 01:03:32,909,23733,1.19507,29.0,30,59
2024-08-26 01:03:53,903,23701,1.193458,29.0,30,58
2024-08-26 01:04:14,897,23669,1.191847,29.0,30,58
2024-08-26 01:04:35,884,23733,1.19507,28.9375,30,58
2024-08-26 01:04:57,887,23701,1.193458,28.9375,30,58
2024-08-26 01:05:18,899,23637,1.190236,28.9375,30,58
2024-08-26 01:05:39,905,23653,1.191041,28.9375,30,58
2024-08-26 01:06:00,907,23781,1.197487,28.9375,30,58
2024-08-26 01:06:21,913,23637,1.190236,28.9375,30,58
2024-08-26 01:06:43,913,23653,1.191041,28.9375,30,58
2024-08-26 01:07:04,896,23589,1.187819,28.9375,30,58
2024-08-26 01:07:25,884,23589,1.187819,28.875,30,58
2024-08-26 01:07:46,868,23589,1.187819,28.875,30,58
2024-08-26 01:08:07,870,23557,1.186207,28.875,30,58
2024-08-26 01:08:28,876,23621,1.18943,28.875,30,58
2024-08-26 01:08:50,886,23589,1.187819,28.875,30,57
2024-08-26 01:09:11,889,23509,1.18379,28.875,30,57
2024-08-26 01:09:32,881,23685,1.192653,28.875,30,57
2024-08-26 01:09:53,896,23509,1.18379,28.8125,30,57
2024-08-26 01:10:14,874,23509,1.18379,28.8125,30,57
2024-08-26 01:10:36,887,23477,1.182179,28.8125,30,57
2024-08-26 01:10:57,871,23509,1.18379,28.875,30,57
2024-08-26 01:11:18,871,23557,1.186207,28.8125,30,57
2024-08-26 01:11:39,883,23477,1.182179,28.8125,30,57
2024-08-26 01:12:00,875,23509,1.18379,28.75,30,57
2024-08-26 01:12:21,890,23573,1.187013,28.75,30,57
2024-08-26 01:12:43,894,23461,1.181373,28.8125,30,57
2024-08-26 01:13:04,870,23461,1.181373,28.75,30,57
2024-08-26 01:13:25,861,23509,1.18379,28.75,30,57
2024-08-26 01:13:46,865,23397,1.178151,28.75,30,57
2024-08-26 01:14:07,858,23429,1.179762,28.75,30,57
2024-08-26 01:14:29,854,23461,1.181373,28.6875,30,57
2024-08-26 01:14:50,883,23429,1.179762,28.6875,30,57
2024-08-26 01:15:11,901,23461,1.181373,28.6875,30,57
2024-08-26 01:15:32,909,23429,1.179762,28.6875,30,57
2024-08-26 01:15:53,906,23365,1.176539,28.75,30,57
2024-08-26 01:16:15,912,23333,1.174928,28.6875,30,57
2024-08-26 01:16:36,906,23429,1.179762,28.625,30,57
2024-08-26 01:16:57,882,23493,1.182985,28.5625,30,57
2024-08-26 01:17:18,873,23397,1.178151,28.625,30,58
2024-08-26 01:17:39,865,23445,1.180568,28.6875,30,58
2024-08-26 01:18:00,865,23461,1.181373,28.6875,30,58
2024-08-26 01:18:22,882,23429,1.179762,28.6875,30,58
2024-08-26 01:18:43,890,23397,1.178151,28.6875,30,58
2024-08-26 01:19:04,903,23429,1.179762,28.6875,30,58
2024-08-26 01:19:25,908,23445,1.180568,28.75,30,58
2024-08-26 01:19:46,902,23429,1.179762,28.8125,30,59
2024-08-26 01:20:08,893,23477,1.182179,28.8125,30,59
2024-08-26 01:20:29,889,23461,1.181373,28.8125,30,59
2024-08-26 01:20:50,886,23445,1.180568,28.8125,30,59
2024-08-26 01:21:11,889,23381,1.177345,28.875,30,59
2024-08-26 01:21:32,898,23509,1.18379,28.9375,31,60
2024-08-26 01:21:53,900,23397,1.178151,28.9375,31,60
2024-08-26 01:22:15,901,23429,1.179762,28.9375,31,60
2024-08-26 01:22:36,906,23461,1.181373,28.9375,31,60
2024-08-26 01:22:57,905,23445,1.180568,29.0,31,60
2024-08-26 01:23:18,899,23461,1.181373,29.0,31,60
2024-08-26 01:23:39,896,23397,1.178151,29.0,31,60
2024-08-26 01:24:01,887,23381,1.177345,29.0625,31,60
2024-08-26 01:24:22,879,23477,1.182179,29.0,31,60
2024-08-26 01:24:43,864,23461,1.181373,29.0625,31,61
2024-08-26 01:25:04,859,23461,1.181373,29.0625,31,61
2024-08-26 01:25:25,860,23429,1.179762,29.0625,31,61
2024-08-26 01:25:47,881,23461,1.181373,29.0625,31,61
2024-08-26 01:26:08,885,23445,1.180568,29.0625,31,61
2024-08-26 01:26:29,892,23413,1.178956,29.125,31,61
2024-08-26 01:26:50,893,23429,1.179762,29.125,31,61
2024-08-26 01:27:11,888,23429,1.179762,29.1875,31,61
2024-08-26 01:27:32,885,23445,1.180568,29.1875,31,61
2024-08-26 01:27:54,871,23461,1.181373,29.1875,31,61
2024-08-26 01:28:15,863,23429,1.179762,29.1875,31,61
2024-08-26 01:28:36,865,23477,1.182179,29.1875,31,61
2024-08-26 01:28:57,867,23397,1.178151,29.1875,31,61
2024-08-26 01:29:18,866,23429,1.179762,29.25,31,61
2024-08-26 01:29:40,878,23365,1.176539,29.25,31,61
2024-08-26 01:30:01,882,23365,1.176539,29.25,31,61
2024-08-26 01:30:22,889,23381,1.177345,29.25,31,61
2024-08-26 01:30:43,887,23397,1.178151,29.25,31,61
2024-08-26 01:31:04,888,23381,1.177345,29.3125,31,61
2024-08-26 01:31:26,886,23365,1.176539,29.375,31,61
2024-08-26 01:31:47,887,23349,1.175734,29.4375,31,60
2024-08-26 01:32:08,872,23365,1.176539,29.4375,31,60
2024-08-26 01:32:29,866,23349,1.175734,29.4375,31,60
2024-08-26 01:32:50,864,23301,1.173316,29.4375,31,60
2024-08-26 01:33:11,860,23317,1.174122,29.375,31,59
2024-08-26 01:33:33,860,23269,1.171705,29.375,31,59
2024-08-26 01:33:54,868,23269,1.171705,29.375,31,59
2024-08-26 01:34:15,851,23237,1.170094,29.3125,31,59
2024-08-26 01:34:36,859,23221,1.169288,29.3125,31,58
2024-08-26 01:34:57,848,23205,1.168482,29.25,31,58
2024-08-26 01:35:19,852,23205,1.168482,29.1875,31,58
2024-08-26 01:35:40,852,23173,1.166871,29.1875,31,57
2024-08-26 01:36:01,865,23109,1.163648,29.125,31,57
2024-08-26 01:36:22,864,23141,1.16526,29.125,30,57
2024-08-26 01:36:43,869,23141,1.16526,29.0625,30,57
2024-08-26 01:37:04,866,23077,1.162037,29.0625,30,57
2024-08-26 01:37:26,862,23077,1.162037,29.0,30,56
2024-08-26 01:37:47,844,23045,1.160426,28.9375,30,56
2024-08-26 01:38:08,851,23061,1.161231,28.875,30,56
2024-08-26 01:38:29,854,23077,1.162037,28.9375,30,56
2024-08-26 01:38:50,856,23061,1.161231,28.875,30,56
2024-08-26 01:39:11,863,23045,1.160426,28.875,30,56
2024-08-26 01:39:33,867,23013,1.158814,28.875,30,56
2024-08-26 01:39:54,855,22997,1.158009,28.875,30,56
2024-08-26 01:40:15,849,22965,1.156397,28.8125,30,56
2024-08-26 01:40:36,843,22981,1.157203,28.8125,30,56
2024-08-26 01:40:57,829,23013,1.158814,28.8125,30,56
2024-08-26 01:41:19,850,22997,1.158009,28.8125,30,56
2024-08-26 01:41:40,856,22981,1.157203,28.875,30,56
2024-08-26 01:42:01,857,22981,1.157203,28.875,30,56
2024-08-26 01:42:22,875,22997,1.158009,28.8125,30,56
2024-08-26 01:42:43,871,22949,1.155592,28.875,30,56
2024-08-26 01:43:05,867,22965,1.156397,28.8125,30,56
2024-08-26 01:43:26,871,22965,1.156397,28.8125,30,56
2024-08-26 01:43:47,861,22965,1.156397,28.8125,30,56
2024-08-26 01:44:08,849,22949,1.155592,28.8125,30,56
2024-08-26 01:44:29,855,23013,1.158814,28.8125,30,56
2024-08-26 01:44:50,836,23109,1.163648,28.8125,30,56
2024-08-26 01:45:12,839,22997,1.158009,28.75,30,57
2024-08-26 01:45:33,853,22933,1.154786,28.75,30,57
2024-08-26 01:45:54,858,22949,1.155592,28.75,30,57
2024-08-26 01:46:15,863,22949,1.155592,28.75,30,57
2024-08-26 01:46:36,869,22885,1.152369,28.75,30,57
2024-08-26 01:46:57,859,22933,1.154786,28.75,30,57
2024-08-26 01:47:19,850,22965,1.156397,28.75,30,57
2024-08-26 01:47:40,847,22965,1.156397,28.8125,30,57
2024-08-26 01:48:01,842,22997,1.158009,28.8125,30,58
2024-08-26 01:48:22,846,22981,1.157203,28.75,30,58
2024-08-26 01:48:43,845,22997,1.158009,28.8125,30,58
2024-08-26 01:49:05,848,23013,1.158814,28.8125,30,58
2024-08-26 01:49:26,857,23013,1.158814,28.8125,30,58
2024-08-26 01:49:47,854,23061,1.161231,28.875,30,58
2024-08-26 01:50:08,858,22997,1.158009,28.875,30,58
2024-08-26 01:50:29,860,23061,1.161231,28.875,30,59
2024-08-26 01:50:50,866,23045,1.160426,28.875,31,59
2024-08-26 01:51:12,857,23077,1.162037,28.9375,31,59
2024-08-26 01:51:33,847,23125,1.164454,28.9375,31,60
2024-08-26 01:51:54,842,23189,1.167677,29.0,31,60
2024-08-26 01:52:15,861,23013,1.158814,28.9375,31,60
2024-08-26 01:52:36,857,23029,1.15962,29.0,31,60
2024-08-26 01:52:57,869,23077,1.162037,29.0,31,60
2024-08-26 01:53:19,888,23093,1.162843,29.0,31,60
2024-08-26 01:53:40,883,23189,1.167677,29.0,31,60
2024-08-26 01:54:01,882,23061,1.161231,29.0625,31,60
2024-08-26 01:54:22,886,23061,1.161231,29.0625,31,60
2024-08-26 01:54:43,888,23061,1.161231,29.0625,31,60
2024-08-26 01:55:05,874,23093,1.162843,29.0625,31,61
2024-08-26 01:55:26,876,23237,1.170094,29.0625,31,61
2024-08-26 01:55:47,863,23093,1.162843,29.0625,31,61
2024-08-26 01:56:08,852,23061,1.161231,29.0625,31,61
2024-08-26 01:56:29,858,23013,1.158814,29.125,31,61
2024-08-26 01:56:50,863,23077,1.162037,29.125,31,61
2024-08-26 01:57:12,867,23205,1.168482,29.125,31,61
2024-08-26 01:57:33,874,23045,1.160426,29.125,31,61
2024-08-26 01:57:54,877,23109,1.163648,29.1875,31,61
2024-08-26 01:58:15,874,23045,1.160426,29.1875,31,61
2024-08-26 01:58:36,873,23141,1.16526,29.1875,31,61
2024-08-26 01:58:57,871,23205,1.168482,29.25,31,61
2024-08-26 01:59:19,870,23045,1.160426,29.3125,31,60
2024-08-26 01:59:40,872,22981,1.157203,29.375,31,60
2024-08-26 02:00:01,877,23013,1.158814,29.375,31,59
2024-08-26 02:00:22,869,23013,1.158814,29.375,31,59
2024-08-26 02:00:43,871,23237,1.170094,29.3125,31,59
2024-08-26 02:01:04,878,23045,1.160426,29.3125,31,59
2024-08-26 02:01:26,874,22933,1.154786,29.3125,31,59
2024-08-26 02:01:47,883,22901,1.153175,29.3125,31,59
2024-08-26 02:02:08,876,22949,1.155592,29.3125,31,59
2024-08-26 02:02:29,858,23189,1.167677,29.25,31,58
2024-08-26 02:02:50,847,22917,1.15398,29.25,31,58
2024-08-26 02:03:12,849,22901,1.153175,29.25,31,58
2024-08-26 02:03:33,854,22997,1.158009,29.1875,31,58
2024-08-26 02:03:54,862,22885,1.152369,29.1875,31,58
2024-08-26 02:04:15,851,22869,1.151563,29.1875,31,58
2024-08-26 02:04:36,833,22885,1.152369,29.1875,31,58
2024-08-26 02:04:57,812,22853,1.150758,29.1875,30,58
2024-08-26 02:05:19,796,22853,1.150758,29.1875,30,58
2024-08-26 02:05:40,810,22821,1.149146,29.125,30,58
2024-08-26 02:06:01,830,22837,1.149952,29.125,30,58
2024-08-26 02:06:22,853,22805,1.148341,29.125,30,58
2024-08-26 02:06:43,859,22837,1.149952,29.125,30,58
2024-08-26 02:07:04,856,22805,1.148341,29.0625,30,58
2024-08-26 02:07:26,850,22789,1.147535,29.125,30,58
2024-08-26 02:07:47,865,22789,1.147535,29.0625,30,58
2024-08-26 02:08:08,859,22789,1.147535,29.0625,30,58
2024-08-26 02:08:29,885,22853,1.150758,29.0625,30,58
2024-08-26 02:08:50,881,22805,1.148341,29.125,30,58
2024-08-26 02:09:12,884,22885,1.152369,29.0625,30,58
2024-08-26 02:09:33,864,22789,1.147535,29.0625,30,58
2024-08-26 02:09:54,855,22741,1.145118,29.0625,30,58
2024-08-26 02:10:15,833,22757,1.145923,29.0625,30,57
2024-08-26 02:10:36,833,22837,1.149952,29.0625,30,57
2024-08-26 02:10:57,831,22789,1.147535,29.0625,30,57
2024-08-26 02:11:19,846,22741,1.145118,29.0,30,57
2024-08-26 02:11:40,860,22757,1.145923,29.0,30,57
2024-08-26 02:12:01,862,22677,1.141895,29.0,30,57
2024-08-26 02:12:22,871,22789,1.147535,29.0,30,57
2024-08-26 02:12:43,866,22725,1.144312,29.0,30,57
2024-08-26 02:13:05,862,22741,1.145118,29.0,30,57
2024-08-26 02:13:26,878,22709,1.143507,29.0,30,57
2024-08-26 02:13:47,884,22693,1.142701,28.9375,30,57
2024-08-26 02:14:08,877,22693,1.142701,28.9375,30,57
2024-08-26 02:14:29,879,22709,1.143507,28.875,30,57
2024-08-26 02:14:51,868,22725,1.144312,28.875,30,57
2024-08-26 02:15:12,873,22693,1.142701,28.875,30,57
2024-08-26 02:15:33,854,22677,1.141895,28.875,30,57
2024-08-26 02:15:54,847,22693,1.142701,28.8125,30,57
2024-08-26 02:16:15,848,22613,1.138672,28.8125,30,57
2024-08-26 02:16:40,854,22693,1.142701,28.8125,30,57
2024-08-26 02:17:01,850,22709,1.143507,28.8125,30,57
2024-08-26 02:17:22,855,23013,1.158814,28.8125,30,57
2024-08-26 02:17:43,853,22693,1.142701,28.8125,30,57
2024-08-26 02:18:04,855,22789,1.147535,28.8125,30,57
2024-08-26 02:18:26,855,22741,1.145118,28.875,31,58
2024-08-26 02:18:47,864,22725,1.144312,28.875,31,58
2024-08-26 02:19:08,856,23077,1.162037,28.875,31,58
2024-08-26 02:19:29,862,22741,1.145118,28.9375,31,58
